date,time,unix_time,power,id,type
28/2/2020,0:32:24,1582849944,47.52,desktop_user1,desktop
28/2/2020,0:33:24,1582850004,47.52,desktop_user1,desktop
28/2/2020,0:34:25,1582850065,47.52,desktop_user1,desktop
28/2/2020,0:35:24,1582850124,47.52,desktop_user1,desktop
28/2/2020,0:36:25,1582850185,47.52,desktop_user1,desktop
28/2/2020,0:37:25,1582850245,45.36,desktop_user1,desktop
28/2/2020,0:38:25,1582850305,47.52,desktop_user1,desktop
28/2/2020,0:39:24,1582850364,45.36,desktop_user1,desktop
28/2/2020,0:40:25,1582850425,45.36,desktop_user1,desktop
28/2/2020,0:41:24,1582850484,45.36,desktop_user1,desktop
28/2/2020,0:42:24,1582850544,53.98,desktop_user1,desktop
28/2/2020,0:43:24,1582850604,47.52,desktop_user1,desktop
28/2/2020,0:44:25,1582850665,45.36,desktop_user1,desktop
28/2/2020,0:45:24,1582850724,45.36,desktop_user1,desktop
28/2/2020,0:46:24,1582850784,47.52,desktop_user1,desktop
28/2/2020,0:47:24,1582850844,47.52,desktop_user1,desktop
28/2/2020,0:48:25,1582850905,51.83,desktop_user1,desktop
28/2/2020,0:49:24,1582850964,45.36,desktop_user1,desktop
28/2/2020,0:50:24,1582851024,53.98,desktop_user1,desktop
28/2/2020,0:51:24,1582851084,45.36,desktop_user1,desktop
28/2/2020,0:52:25,1582851145,49.67,desktop_user1,desktop
28/2/2020,0:53:24,1582851204,45.36,desktop_user1,desktop
28/2/2020,0:54:25,1582851265,51.83,desktop_user1,desktop
28/2/2020,0:55:24,1582851324,47.52,desktop_user1,desktop
28/2/2020,0:56:24,1582851384,51.83,desktop_user1,desktop
28/2/2020,0:57:24,1582851444,47.52,desktop_user1,desktop
28/2/2020,0:58:25,1582851505,45.36,desktop_user1,desktop
28/2/2020,0:59:25,1582851565,45.36,desktop_user1,desktop
28/2/2020,1:00:28,1582851628,45.36,desktop_user1,desktop
28/2/2020,1:01:26,1582851686,45.36,desktop_user1,desktop
28/2/2020,1:02:24,1582851744,47.52,desktop_user1,desktop
28/2/2020,1:03:24,1582851804,45.36,desktop_user1,desktop
28/2/2020,1:04:24,1582851864,53.98,desktop_user1,desktop
28/2/2020,1:05:24,1582851924,47.52,desktop_user1,desktop
28/2/2020,1:06:25,1582851985,49.67,desktop_user1,desktop
28/2/2020,1:07:24,1582852044,45.36,desktop_user1,desktop
28/2/2020,1:08:25,1582852105,49.67,desktop_user1,desktop
28/2/2020,1:09:24,1582852164,45.36,desktop_user1,desktop
28/2/2020,1:10:24,1582852224,53.98,desktop_user1,desktop
28/2/2020,1:11:24,1582852284,45.36,desktop_user1,desktop
28/2/2020,1:12:24,1582852344,49.67,desktop_user1,desktop
28/2/2020,1:13:25,1582852405,45.36,desktop_user1,desktop
28/2/2020,1:14:25,1582852465,51.83,desktop_user1,desktop
28/2/2020,1:15:25,1582852525,51.83,desktop_user1,desktop
28/2/2020,1:16:24,1582852584,69.08,desktop_user1,desktop
28/2/2020,1:17:25,1582852645,45.36,desktop_user1,desktop
28/2/2020,1:18:25,1582852705,47.52,desktop_user1,desktop
28/2/2020,1:19:24,1582852764,47.52,desktop_user1,desktop
28/2/2020,1:20:24,1582852824,45.36,desktop_user1,desktop
28/2/2020,1:21:25,1582852885,45.36,desktop_user1,desktop
28/2/2020,1:22:26,1582852946,53.98,desktop_user1,desktop
28/2/2020,1:23:24,1582853004,45.36,desktop_user1,desktop
28/2/2020,1:24:24,1582853064,47.52,desktop_user1,desktop
28/2/2020,1:25:25,1582853125,47.52,desktop_user1,desktop
28/2/2020,1:26:25,1582853185,45.36,desktop_user1,desktop
28/2/2020,1:27:25,1582853245,47.52,desktop_user1,desktop
28/2/2020,1:28:24,1582853304,47.52,desktop_user1,desktop
28/2/2020,1:29:25,1582853365,47.52,desktop_user1,desktop
28/2/2020,1:30:24,1582853424,47.52,desktop_user1,desktop
28/2/2020,1:31:24,1582853484,45.36,desktop_user1,desktop
28/2/2020,1:32:24,1582853544,47.52,desktop_user1,desktop
28/2/2020,1:33:25,1582853605,45.36,desktop_user1,desktop
28/2/2020,1:34:24,1582853664,47.52,desktop_user1,desktop
28/2/2020,1:35:25,1582853725,47.52,desktop_user1,desktop
28/2/2020,1:36:25,1582853785,47.52,desktop_user1,desktop
28/2/2020,1:37:25,1582853845,45.36,desktop_user1,desktop
28/2/2020,1:38:24,1582853904,47.52,desktop_user1,desktop
28/2/2020,1:39:24,1582853964,47.52,desktop_user1,desktop
28/2/2020,1:40:25,1582854025,47.52,desktop_user1,desktop
28/2/2020,1:41:24,1582854084,45.36,desktop_user1,desktop
28/2/2020,1:42:24,1582854144,45.36,desktop_user1,desktop
28/2/2020,1:43:24,1582854204,47.52,desktop_user1,desktop
28/2/2020,1:44:24,1582854264,47.52,desktop_user1,desktop
28/2/2020,1:45:24,1582854324,47.52,desktop_user1,desktop
28/2/2020,1:46:25,1582854385,53.98,desktop_user1,desktop
28/2/2020,1:47:25,1582854445,45.36,desktop_user1,desktop
28/2/2020,1:48:24,1582854504,45.36,desktop_user1,desktop
28/2/2020,1:49:26,1582854566,47.52,desktop_user1,desktop
28/2/2020,1:50:25,1582854625,47.52,desktop_user1,desktop
28/2/2020,1:51:24,1582854684,47.52,desktop_user1,desktop
28/2/2020,1:52:24,1582854744,47.52,desktop_user1,desktop
28/2/2020,1:53:24,1582854804,47.52,desktop_user1,desktop
28/2/2020,1:54:24,1582854864,47.52,desktop_user1,desktop
28/2/2020,1:55:24,1582854924,47.52,desktop_user1,desktop
28/2/2020,1:56:24,1582854984,45.36,desktop_user1,desktop
28/2/2020,1:57:24,1582855044,53.98,desktop_user1,desktop
28/2/2020,1:58:24,1582855104,47.52,desktop_user1,desktop
28/2/2020,1:59:24,1582855164,51.83,desktop_user1,desktop
28/2/2020,2:00:28,1582855228,47.52,desktop_user1,desktop
28/2/2020,2:01:25,1582855285,45.36,desktop_user1,desktop
28/2/2020,2:02:25,1582855345,47.52,desktop_user1,desktop
28/2/2020,2:03:24,1582855404,53.98,desktop_user1,desktop
28/2/2020,2:04:24,1582855464,47.52,desktop_user1,desktop
28/2/2020,2:05:24,1582855524,53.98,desktop_user1,desktop
28/2/2020,2:06:24,1582855584,45.36,desktop_user1,desktop
28/2/2020,2:07:24,1582855644,53.98,desktop_user1,desktop
28/2/2020,2:08:24,1582855704,45.36,desktop_user1,desktop
28/2/2020,2:09:25,1582855765,47.52,desktop_user1,desktop
28/2/2020,2:10:24,1582855824,47.52,desktop_user1,desktop
28/2/2020,2:11:24,1582855884,53.98,desktop_user1,desktop
28/2/2020,2:12:24,1582855944,45.36,desktop_user1,desktop
28/2/2020,2:13:24,1582856004,45.36,desktop_user1,desktop
28/2/2020,2:14:25,1582856065,47.52,desktop_user1,desktop
28/2/2020,2:15:24,1582856124,53.98,desktop_user1,desktop
28/2/2020,2:16:24,1582856184,47.52,desktop_user1,desktop
28/2/2020,2:17:24,1582856244,47.52,desktop_user1,desktop
28/2/2020,2:18:24,1582856304,47.52,desktop_user1,desktop
28/2/2020,2:19:24,1582856364,53.98,desktop_user1,desktop
28/2/2020,2:20:25,1582856425,47.52,desktop_user1,desktop
28/2/2020,2:21:24,1582856484,53.98,desktop_user1,desktop
28/2/2020,2:22:24,1582856544,45.36,desktop_user1,desktop
28/2/2020,2:23:24,1582856604,53.98,desktop_user1,desktop
28/2/2020,2:24:24,1582856664,47.52,desktop_user1,desktop
28/2/2020,2:25:24,1582856724,47.52,desktop_user1,desktop
28/2/2020,2:26:24,1582856784,45.36,desktop_user1,desktop
28/2/2020,2:27:26,1582856846,47.52,desktop_user1,desktop
28/2/2020,2:28:24,1582856904,47.52,desktop_user1,desktop
28/2/2020,2:29:24,1582856964,51.83,desktop_user1,desktop
28/2/2020,2:30:24,1582857024,45.36,desktop_user1,desktop
28/2/2020,2:31:24,1582857084,47.52,desktop_user1,desktop
28/2/2020,2:32:24,1582857144,45.36,desktop_user1,desktop
28/2/2020,2:33:24,1582857204,49.67,desktop_user1,desktop
28/2/2020,2:34:24,1582857264,47.52,desktop_user1,desktop
28/2/2020,2:35:24,1582857324,47.52,desktop_user1,desktop
28/2/2020,2:36:25,1582857385,47.52,desktop_user1,desktop
28/2/2020,2:37:25,1582857445,51.83,desktop_user1,desktop
28/2/2020,2:38:25,1582857505,53.98,desktop_user1,desktop
28/2/2020,2:39:25,1582857565,49.67,desktop_user1,desktop
28/2/2020,2:40:24,1582857624,45.36,desktop_user1,desktop
28/2/2020,2:41:24,1582857684,47.52,desktop_user1,desktop
28/2/2020,2:42:24,1582857744,45.36,desktop_user1,desktop
28/2/2020,2:43:25,1582857805,49.67,desktop_user1,desktop
28/2/2020,2:44:24,1582857864,47.52,desktop_user1,desktop
28/2/2020,2:45:24,1582857924,47.52,desktop_user1,desktop
