,user_id,date,power,month,time,year,power_kWh,cost,date_withoutYear
0,1,2020-03-01,2052.439999999966,Mar,00:00:20,2020,0.026639999999999088,0.0,01/03
1,1,2020-03-02,34510.249999999935,Mar,00:00:20,2020,0.5699899999999922,0.10997000000000132,02/03
2,1,2020-03-03,34541.37999999994,Mar,00:00:20,2020,0.5702799999999941,0.11006000000000166,03/03
3,1,2020-03-04,36348.189999999864,Mar,00:00:20,2020,0.6005099999999791,0.1160000000000013,04/03
4,1,2020-03-05,35597.12000000005,Mar,00:00:20,2020,0.5873099999999772,0.11346000000000145,05/03
5,1,2020-03-06,35202.50999999999,Mar,00:00:20,2020,0.5807499999999802,0.11216000000000113,06/03
6,1,2020-03-07,3543.9600000000396,Mar,00:00:20,2020,0.051690000000003206,0.005029999999999996,07/03
7,1,2020-03-08,2072.2099999999673,Mar,00:00:20,2020,0.027039999999999068,0.0,08/03
8,1,2020-03-09,36103.94000000004,Mar,00:00:20,2020,0.596289999999975,0.11532000000000137,09/03
9,1,2020-03-10,35212.60000000007,Mar,00:00:20,2020,0.5815499999999799,0.1123300000000017,10/03
10,1,2020-03-11,35123.990000000034,Mar,00:00:20,2020,0.5798699999999782,0.11189000000000107,11/03
11,1,2020-03-12,34971.29000000001,Mar,00:00:20,2020,0.5771099999999911,0.1115100000000014,12/03
12,1,2020-03-13,35342.62,Mar,00:00:20,2020,0.5838799999999786,0.11314000000000146,13/03
13,1,2020-03-14,3760.4700000000544,Mar,00:00:20,2020,0.05514000000000425,0.005749999999999991,14/03
14,1,2020-03-15,2108.7399999999757,Mar,00:00:20,2020,0.028149999999999026,0.0,15/03
15,1,2020-03-16,35195.36999999977,Mar,00:00:20,2020,0.5814299999999928,0.11236000000000165,16/03
16,1,2020-03-17,35547.43999999993,Mar,00:00:20,2020,0.5867099999999787,0.11371000000000156,17/03
17,1,2020-03-18,35158.80999999982,Mar,00:00:20,2020,0.580669999999979,0.11243000000000122,18/03
18,1,2020-03-19,34769.89000000004,Mar,00:00:20,2020,0.5736799999999925,0.11066000000000106,19/03
19,1,2020-03-20,35087.68,Mar,00:00:20,2020,0.5795299999999922,0.11172000000000158,20/03
