,type,date,power,month,time,year,power_kWh,cost
0,Desktop,2020-01-01,10021.810000000009,Dec,00:00:20,2019,9.876999999999963,1.9539999999999886
1,Desktop,2020-01-02,10313.98,Jan,00:00:20,2020,10.185999999999975,2.009999999999988
2,Desktop,2020-01-03,10540.220000000025,Jan,00:00:20,2020,10.384999999999968,2.045999999999987
3,Desktop,2020-01-04,1115.6999999999975,Jan,00:00:20,2020,0.9070000000000006,0.15500000000000008
4,Desktop,2020-01-05,363.6500000000008,Jan,00:00:20,2020,0.1500000000000001,0.0
5,Desktop,2020-01-06,10633.359999999991,Jan,00:00:20,2020,10.498999999999956,2.077999999999986
6,Desktop,2020-01-07,10404.32000000003,Jan,00:00:20,2020,10.266999999999967,2.040999999999987
7,Desktop,2020-01-08,10580.83,Jan,00:00:20,2020,10.433999999999966,2.0669999999999873
8,Desktop,2020-01-09,10176.780000000004,Jan,00:00:20,2020,10.029999999999971,1.981999999999987
9,Desktop,2020-01-10,10707.050000000021,Jan,00:00:20,2020,10.559999999999965,2.0889999999999835
10,Desktop,2020-01-11,764.2599999999992,Jan,00:00:20,2020,0.5680000000000003,0.08400000000000002
11,Desktop,2020-01-12,330.0599999999998,Jan,00:00:20,2020,0.12500000000000008,0.0
12,Desktop,2020-01-13,10717.339999999998,Jan,00:00:20,2020,10.579999999999968,2.0969999999999858
13,Desktop,2020-01-14,10089.070000000014,Jan,00:00:20,2020,9.928999999999972,1.9509999999999885
14,Desktop,2020-01-15,10372.450000000008,Jan,00:00:20,2020,10.227999999999978,2.0199999999999885
15,Desktop,2020-01-16,11227.69999999998,Jan,00:00:20,2020,11.094999999999972,2.1959999999999833
16,Desktop,2020-01-17,10662.36,Jan,00:00:20,2020,10.52899999999996,2.084999999999987
17,Desktop,2020-01-18,852.1099999999996,Jan,00:00:20,2020,0.6570000000000004,0.10100000000000003
18,Desktop,2020-01-19,333.13999999999993,Jan,00:00:20,2020,0.1220000000000001,0.0
19,Desktop,2020-01-20,10797.36,Jan,00:00:20,2020,10.644999999999964,2.1089999999999853
20,Desktop,2020-01-21,10855.700000000006,Jan,00:00:20,2020,10.72299999999997,2.128999999999986
21,Desktop,2020-01-22,11149.740000000018,Jan,00:00:20,2020,11.018999999999957,2.1809999999999823
22,Desktop,2020-01-23,10774.120000000003,Jan,00:00:20,2020,10.609999999999959,2.118999999999985
23,Desktop,2020-01-24,10477.910000000018,Jan,00:00:20,2020,10.315999999999976,2.044999999999986
24,Desktop,2020-01-25,1036.4299999999978,Jan,00:00:20,2020,0.8400000000000005,0.13700000000000004
25,Desktop,2020-01-26,340.26,Jan,00:00:20,2020,0.1340000000000001,0.0
26,Desktop,2020-01-27,10567.449999999999,Jan,00:00:20,2020,10.426999999999968,2.0659999999999865
27,Desktop,2020-01-28,10815.080000000016,Jan,00:00:20,2020,10.679999999999952,2.1139999999999852
28,Desktop,2020-01-29,10863.05,Jan,00:00:20,2020,10.722999999999956,2.125999999999985
29,Desktop,2020-01-30,11354.350000000019,Jan,00:00:20,2020,11.210999999999965,2.2179999999999827
30,Desktop,2020-01-31,11184.870000000003,Jan,00:00:20,2020,11.054999999999971,2.181999999999982
31,Desktop,2020-02-01,774.1699999999997,Jan,00:00:20,2020,0.5840000000000003,0.08900000000000001
32,Desktop,2020-02-02,345.17000000000047,Feb,00:00:20,2020,0.1490000000000001,0.0
33,Desktop,2020-02-03,9253.540000000008,Feb,00:00:20,2020,9.108999999999975,1.8049999999999893
34,Desktop,2020-02-04,9620.800000000005,Feb,00:00:20,2020,9.479999999999967,1.8769999999999885
35,Desktop,2020-02-05,9905.370000000015,Feb,00:00:20,2020,9.75899999999997,1.9299999999999868
36,Desktop,2020-02-06,10307.81999999999,Feb,00:00:20,2020,10.16499999999996,2.016999999999985
37,Desktop,2020-02-07,10036.040000000012,Feb,00:00:20,2020,9.891999999999976,1.9559999999999877
38,Desktop,2020-02-08,921.8499999999977,Feb,00:00:20,2020,0.7170000000000004,0.11900000000000004
39,Desktop,2020-02-09,340.49999999999983,Feb,00:00:20,2020,0.1330000000000001,0.0
40,Desktop,2020-02-10,10096.560000000027,Feb,00:00:20,2020,9.965999999999974,1.9739999999999873
41,Desktop,2020-02-11,9774.98000000001,Feb,00:00:20,2020,9.629999999999974,1.8999999999999881
42,Desktop,2020-02-12,9882.979999999996,Feb,00:00:20,2020,9.721999999999973,1.9189999999999876
43,Desktop,2020-02-13,9521.190000000019,Feb,00:00:20,2020,9.378999999999984,1.8549999999999884
44,Desktop,2020-02-14,9912.640000000018,Feb,00:00:20,2020,9.780999999999977,1.934999999999986
45,Desktop,2020-02-15,590.8399999999997,Feb,00:00:20,2020,0.37300000000000016,0.052
46,Desktop,2020-02-16,344.86999999999995,Feb,00:00:20,2020,0.1320000000000001,0.0
47,Desktop,2020-02-17,9996.350000000017,Feb,00:00:20,2020,9.87599999999996,1.9519999999999866
48,Desktop,2020-02-18,9644.729999999996,Feb,00:00:20,2020,9.495999999999968,1.8849999999999878
49,Desktop,2020-02-19,9981.970000000007,Feb,00:00:20,2020,9.828999999999974,1.941999999999987
50,Desktop,2020-02-20,10306.660000000024,Feb,00:00:20,2020,10.16699999999997,2.004999999999986
51,Desktop,2020-02-21,9960.24,Feb,00:00:20,2020,9.826999999999975,1.9509999999999876
52,Desktop,2020-02-22,1096.9999999999977,Feb,00:00:20,2020,0.8870000000000006,0.15400000000000005
53,Desktop,2020-02-23,343.1600000000001,Feb,00:00:20,2020,0.1430000000000001,0.0
54,Desktop,2020-02-24,9518.800000000025,Feb,00:00:20,2020,9.37899999999997,1.8629999999999876
55,Desktop,2020-02-25,10097.690000000006,Feb,00:00:20,2020,9.94399999999997,1.9749999999999857
56,Desktop,2020-02-26,10313.700000000012,Feb,00:00:20,2020,10.179999999999973,2.010999999999989
57,Desktop,2020-02-27,9695.629999999997,Feb,00:00:20,2020,9.54699999999998,1.8969999999999874
58,Desktop,2020-02-28,10149.110000000015,Feb,00:00:20,2020,10.01499999999999,1.9779999999999878
59,Desktop,2020-02-29,933.4199999999972,Feb,00:00:20,2020,0.7300000000000004,0.11700000000000003
60,Desktop,2020-03-01,333.73999999999955,Feb,00:00:20,2020,0.12800000000000009,0.0
61,Desktop,2020-03-02,11781.680000000013,Mar,00:00:20,2020,11.632999999999964,2.3129999999999824
62,Desktop,2020-03-03,10910.800000000032,Mar,00:00:20,2020,10.762999999999975,2.121999999999989
63,Desktop,2020-03-04,11837.87000000001,Mar,00:00:20,2020,11.702999999999959,2.3109999999999844
64,Desktop,2020-03-05,11200.330000000025,Mar,00:00:20,2020,11.057999999999966,2.189999999999986
65,Desktop,2020-03-06,11417.160000000036,Mar,00:00:20,2020,11.265999999999956,2.2409999999999846
66,Desktop,2020-03-07,1179.7099999999994,Mar,00:00:20,2020,0.9790000000000006,0.16600000000000006
67,Desktop,2020-03-08,342.18000000000035,Mar,00:00:20,2020,0.1340000000000001,0.0
68,Desktop,2020-03-09,11891.770000000011,Mar,00:00:20,2020,11.73699999999996,2.3309999999999853
69,Desktop,2020-03-10,11678.050000000021,Mar,00:00:20,2020,11.536999999999962,2.2999999999999865
70,Desktop,2020-03-11,12036.070000000002,Mar,00:00:20,2020,11.884999999999962,2.3659999999999832
71,Desktop,2020-03-12,11012.130000000016,Mar,00:00:20,2020,10.863999999999953,2.151999999999989
72,Desktop,2020-03-13,11785.28000000002,Mar,00:00:20,2020,11.639999999999956,2.305999999999984
73,Desktop,2020-03-14,801.3199999999987,Mar,00:00:20,2020,0.6100000000000003,0.09200000000000001
74,Desktop,2020-03-15,333.40999999999997,Mar,00:00:20,2020,0.1360000000000001,0.0
75,Desktop,2020-03-16,11156.390000000038,Mar,00:00:20,2020,11.010999999999962,2.1769999999999876
76,Desktop,2020-03-17,11216.030000000019,Mar,00:00:20,2020,11.064999999999968,2.1979999999999875
77,Desktop,2020-03-18,11655.559999999994,Mar,00:00:20,2020,11.510999999999974,2.2919999999999843
78,Desktop,2020-03-19,11150.840000000017,Mar,00:00:20,2020,11.011999999999954,2.178999999999987
79,Desktop,2020-03-20,11449.77000000001,Mar,00:00:20,2020,11.30499999999995,2.240999999999986
80,Desktop,2020-03-21,890.0099999999994,Mar,00:00:20,2020,0.6950000000000004,0.10900000000000004
81,Desktop,2020-03-22,343.1999999999993,Mar,00:00:20,2020,0.1420000000000001,0.0
82,Desktop,2020-03-23,11465.950000000012,Mar,00:00:20,2020,11.322999999999965,2.248999999999985
83,Desktop,2020-03-24,11340.17000000002,Mar,00:00:20,2020,11.198999999999971,2.217999999999987
84,Desktop,2020-03-25,10668.32000000001,Mar,00:00:20,2020,10.526999999999976,2.0769999999999915
85,Desktop,2020-03-26,11215.29000000001,Mar,00:00:20,2020,11.073999999999963,2.1929999999999876
86,Desktop,2020-03-27,11976.950000000012,Mar,00:00:20,2020,11.834999999999958,2.3419999999999828
87,Desktop,2020-03-28,834.4199999999993,Mar,00:00:20,2020,0.6440000000000003,0.09800000000000003
88,Desktop,2020-03-29,350.63999999999953,Mar,00:00:20,2020,0.1400000000000001,0.0
89,Desktop,2020-03-30,11587.019999999999,Mar,00:00:20,2020,11.43199999999996,2.2599999999999865
90,Desktop,2020-03-31,11511.980000000021,Mar,00:00:20,2020,11.357999999999967,2.2529999999999863
91,Desktop,2020-04-01,14204.670000000018,Mar,00:00:20,2020,14.076000000000004,2.795999999999993
92,Desktop,2020-04-02,13895.790000000005,Apr,00:00:20,2020,13.739000000000004,2.722999999999991
93,Desktop,2020-04-03,14409.099999999995,Apr,00:00:20,2020,14.259999999999987,2.8299999999999934
94,Desktop,2020-04-04,997.8099999999996,Apr,00:00:20,2020,0.8000000000000005,0.13300000000000003
95,Desktop,2020-04-05,349.6799999999997,Apr,00:00:20,2020,0.1480000000000001,0.0
96,Desktop,2020-04-06,14060.880000000005,Apr,00:00:20,2020,13.904999999999998,2.763999999999991
97,Desktop,2020-04-07,13927.790000000017,Apr,00:00:20,2020,13.773999999999985,2.72599999999999
98,Desktop,2020-04-08,14871.760000000022,Apr,00:00:20,2020,14.726999999999984,2.931999999999993
99,Desktop,2020-04-09,14135.529999999982,Apr,00:00:20,2020,13.987999999999994,2.7809999999999895
100,Desktop,2020-04-10,13926.500000000027,Apr,00:00:20,2020,13.768999999999991,2.736999999999993
101,Desktop,2020-04-11,1125.7299999999964,Apr,00:00:20,2020,0.9170000000000006,0.15700000000000008
102,Desktop,2020-04-12,348.8300000000001,Apr,00:00:20,2020,0.1350000000000001,0.0
103,Desktop,2020-04-13,13677.540000000026,Apr,00:00:20,2020,13.530999999999993,2.6929999999999916
104,Desktop,2020-04-14,14144.940000000004,Apr,00:00:20,2020,14.011999999999997,2.787999999999991
105,Desktop,2020-04-15,13614.390000000025,Apr,00:00:20,2020,13.468999999999996,2.6759999999999913
106,Desktop,2020-04-16,12894.940000000026,Apr,00:00:20,2020,12.749999999999993,2.5169999999999915
107,Desktop,2020-04-17,13557.690000000015,Apr,00:00:20,2020,13.395999999999994,2.6619999999999915
108,Desktop,2020-04-18,727.9699999999983,Apr,00:00:20,2020,0.5280000000000002,0.08000000000000002
109,Desktop,2020-04-19,334.79999999999967,Apr,00:00:20,2020,0.1380000000000001,0.0
110,Desktop,2020-04-20,14365.980000000005,Apr,00:00:20,2020,14.226999999999968,2.8329999999999926
111,Desktop,2020-04-21,13687.030000000013,Apr,00:00:20,2020,13.540999999999984,2.6999999999999926
112,Desktop,2020-04-22,13222.210000000005,Apr,00:00:20,2020,13.072999999999983,2.5929999999999938
113,Desktop,2020-04-23,14147.61000000002,Apr,00:00:20,2020,14.00199999999999,2.769999999999994
114,Desktop,2020-04-24,13369.140000000009,Apr,00:00:20,2020,13.232999999999981,2.620999999999988
115,Desktop,2020-04-25,815.0599999999988,Apr,00:00:20,2020,0.6110000000000003,0.09900000000000003
116,Desktop,2020-04-26,333.8500000000002,Apr,00:00:20,2020,0.1290000000000001,0.0
117,Desktop,2020-04-27,12594.53,Apr,00:00:20,2020,12.43699999999999,2.46699999999999
118,Desktop,2020-04-28,13664.979999999994,Apr,00:00:20,2020,13.520999999999992,2.6819999999999924
119,Desktop,2020-04-29,14687.030000000017,Apr,00:00:20,2020,14.541000000000016,2.898999999999996
120,Desktop,2020-04-30,13278.770000000031,Apr,00:00:20,2020,13.148999999999997,2.6029999999999913
121,Desktop,2020-05-01,15536.010000000028,Apr,00:00:20,2020,15.398999999999967,3.057999999999996
122,Desktop,2020-05-02,1046.659999999998,May,00:00:20,2020,0.8480000000000003,0.14400000000000007
123,Desktop,2020-05-03,346.19000000000034,May,00:00:20,2020,0.1550000000000001,0.0
